accession	sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_024652945.3_ASM2465294v3_genomic_all_plasmids.part_CP104872.1	GCA_024652945.3_ASM2465294v3_genomic_all_plasmids.part_CP104872.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_024652945.3_ASM2465294v3_genomic_all_plasmids.part_CP104872.1_46	GCA_024652945.3_ASM2465294v3_genomic_all_plasmids.part_CP104872.1_47	GCA_024652945.3_ASM2465294v3_genomic_all_plasmids.part_CP104872.1_46,GCA_024652945.3_ASM2465294v3_genomic_all_plasmids.part_CP104872.1_47	2	aca1,acrif5
GCA_026727735.1_ASM2672773v1_genomic_all_plasmids.part_CP097558.1	GCA_026727735.1_ASM2672773v1_genomic_all_plasmids.part_CP097558.1_Aca_alone_1	Anti_CRISPR	Aca_alone	Antidefense	GCA_026727735.1_ASM2672773v1_genomic_all_plasmids.part_CP097558.1_4	GCA_026727735.1_ASM2672773v1_genomic_all_plasmids.part_CP097558.1_4	GCA_026727735.1_ASM2672773v1_genomic_all_plasmids.part_CP097558.1_4	1	aca4
GCA_026727735.1_ASM2672773v1_genomic_all_plasmids.part_CP097558.1	GCA_026727735.1_ASM2672773v1_genomic_all_plasmids.part_CP097558.1_Aca_alone_2	Anti_CRISPR	Aca_alone	Antidefense	GCA_026727735.1_ASM2672773v1_genomic_all_plasmids.part_CP097558.1_36	GCA_026727735.1_ASM2672773v1_genomic_all_plasmids.part_CP097558.1_36	GCA_026727735.1_ASM2672773v1_genomic_all_plasmids.part_CP097558.1_36	1	aca4
GCA_027571325.1_ASM2757132v1_genomic_all_plasmids.part_CP111035.1	GCA_027571325.1_ASM2757132v1_genomic_all_plasmids.part_CP111035.1_Aca_alone_1	Anti_CRISPR	Aca_alone	Antidefense	GCA_027571325.1_ASM2757132v1_genomic_all_plasmids.part_CP111035.1_55	GCA_027571325.1_ASM2757132v1_genomic_all_plasmids.part_CP111035.1_55	GCA_027571325.1_ASM2757132v1_genomic_all_plasmids.part_CP111035.1_55	1	aca4
GCA_027571345.1_ASM2757134v1_genomic_all_plasmids.part_CP111033.1	GCA_027571345.1_ASM2757134v1_genomic_all_plasmids.part_CP111033.1_Aca_alone_1	Anti_CRISPR	Aca_alone	Antidefense	GCA_027571345.1_ASM2757134v1_genomic_all_plasmids.part_CP111033.1_3	GCA_027571345.1_ASM2757134v1_genomic_all_plasmids.part_CP111033.1_3	GCA_027571345.1_ASM2757134v1_genomic_all_plasmids.part_CP111033.1_3	1	aca4
GCA_027571345.1_ASM2757134v1_genomic_all_plasmids.part_CP111033.1	GCA_027571345.1_ASM2757134v1_genomic_all_plasmids.part_CP111033.1_Aca_alone_2	Anti_CRISPR	Aca_alone	Antidefense	GCA_027571345.1_ASM2757134v1_genomic_all_plasmids.part_CP111033.1_35	GCA_027571345.1_ASM2757134v1_genomic_all_plasmids.part_CP111033.1_35	GCA_027571345.1_ASM2757134v1_genomic_all_plasmids.part_CP111033.1_35	1	aca4
GCA_027571365.1_ASM2757136v1_genomic_all_plasmids.part_CP111031.1	GCA_027571365.1_ASM2757136v1_genomic_all_plasmids.part_CP111031.1_Aca_alone_1	Anti_CRISPR	Aca_alone	Antidefense	GCA_027571365.1_ASM2757136v1_genomic_all_plasmids.part_CP111031.1_4	GCA_027571365.1_ASM2757136v1_genomic_all_plasmids.part_CP111031.1_4	GCA_027571365.1_ASM2757136v1_genomic_all_plasmids.part_CP111031.1_4	1	aca4
GCA_027571365.1_ASM2757136v1_genomic_all_plasmids.part_CP111031.1	GCA_027571365.1_ASM2757136v1_genomic_all_plasmids.part_CP111031.1_Aca_alone_2	Anti_CRISPR	Aca_alone	Antidefense	GCA_027571365.1_ASM2757136v1_genomic_all_plasmids.part_CP111031.1_37	GCA_027571365.1_ASM2757136v1_genomic_all_plasmids.part_CP111031.1_37	GCA_027571365.1_ASM2757136v1_genomic_all_plasmids.part_CP111031.1_37	1	aca4
GCA_027594985.1_ASM2759498v1_genomic_all_plasmids.part_CP096911.1	GCA_027594985.1_ASM2759498v1_genomic_all_plasmids.part_CP096911.1_acrie1_2	Anti_CRISPR	acrie1	Antidefense	GCA_027594985.1_ASM2759498v1_genomic_all_plasmids.part_CP096911.1_18	GCA_027594985.1_ASM2759498v1_genomic_all_plasmids.part_CP096911.1_21	GCA_027594985.1_ASM2759498v1_genomic_all_plasmids.part_CP096911.1_18,GCA_027594985.1_ASM2759498v1_genomic_all_plasmids.part_CP096911.1_21	2	aca1,acrie1
GCA_027594985.1_ASM2759498v1_genomic_all_plasmids.part_CP096911.1	GCA_027594985.1_ASM2759498v1_genomic_all_plasmids.part_CP096911.1_acrif3_3	Anti_CRISPR	acrif3	Antidefense	GCA_027594985.1_ASM2759498v1_genomic_all_plasmids.part_CP096911.1_19	GCA_027594985.1_ASM2759498v1_genomic_all_plasmids.part_CP096911.1_21	GCA_027594985.1_ASM2759498v1_genomic_all_plasmids.part_CP096911.1_19,GCA_027594985.1_ASM2759498v1_genomic_all_plasmids.part_CP096911.1_21	2	aca1,acrif3
GCA_027594985.1_ASM2759498v1_genomic_all_plasmids.part_CP096911.1	GCA_027594985.1_ASM2759498v1_genomic_all_plasmids.part_CP096911.1_acrif5_4	Anti_CRISPR	acrif5	Antidefense	GCA_027594985.1_ASM2759498v1_genomic_all_plasmids.part_CP096911.1_20	GCA_027594985.1_ASM2759498v1_genomic_all_plasmids.part_CP096911.1_21	GCA_027594985.1_ASM2759498v1_genomic_all_plasmids.part_CP096911.1_20,GCA_027594985.1_ASM2759498v1_genomic_all_plasmids.part_CP096911.1_21	2	aca1,acrif5
GCA_027594985.1_ASM2759498v1_genomic_all_plasmids.part_CP096911.1	GCA_027594985.1_ASM2759498v1_genomic_all_plasmids.part_CP096911.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_027594985.1_ASM2759498v1_genomic_all_plasmids.part_CP096911.1_29	GCA_027594985.1_ASM2759498v1_genomic_all_plasmids.part_CP096911.1_29	GCA_027594985.1_ASM2759498v1_genomic_all_plasmids.part_CP096911.1_29	1	ardk
GCA_027595025.1_ASM2759502v1_genomic_all_plasmids.part_CP096915.1	GCA_027595025.1_ASM2759502v1_genomic_all_plasmids.part_CP096915.1_ardc_2	Anti_RM	ardc	Antidefense	GCA_027595025.1_ASM2759502v1_genomic_all_plasmids.part_CP096915.1_67	GCA_027595025.1_ASM2759502v1_genomic_all_plasmids.part_CP096915.1_67	GCA_027595025.1_ASM2759502v1_genomic_all_plasmids.part_CP096915.1_67	1	ardc
GCA_027595025.1_ASM2759502v1_genomic_all_plasmids.part_CP096915.1	GCA_027595025.1_ASM2759502v1_genomic_all_plasmids.part_CP096915.1_Aca_alone_1	Anti_CRISPR	Aca_alone	Antidefense	GCA_027595025.1_ASM2759502v1_genomic_all_plasmids.part_CP096915.1_122	GCA_027595025.1_ASM2759502v1_genomic_all_plasmids.part_CP096915.1_122	GCA_027595025.1_ASM2759502v1_genomic_all_plasmids.part_CP096915.1_122	1	aca4
GCA_028404105.1_ASM2840410v1_genomic_all_plasmids.part_CP116726.1	GCA_028404105.1_ASM2840410v1_genomic_all_plasmids.part_CP116726.1_ardc_2	Anti_RM	ardc	Antidefense	GCA_028404105.1_ASM2840410v1_genomic_all_plasmids.part_CP116726.1_69	GCA_028404105.1_ASM2840410v1_genomic_all_plasmids.part_CP116726.1_69	GCA_028404105.1_ASM2840410v1_genomic_all_plasmids.part_CP116726.1_69	1	ardc
GCA_028404105.1_ASM2840410v1_genomic_all_plasmids.part_CP116726.1	GCA_028404105.1_ASM2840410v1_genomic_all_plasmids.part_CP116726.1_Aca_alone_1	Anti_CRISPR	Aca_alone	Antidefense	GCA_028404105.1_ASM2840410v1_genomic_all_plasmids.part_CP116726.1_136	GCA_028404105.1_ASM2840410v1_genomic_all_plasmids.part_CP116726.1_136	GCA_028404105.1_ASM2840410v1_genomic_all_plasmids.part_CP116726.1_136	1	aca4
GCA_028595865.2_ASM2859586v2_genomic_all_plasmids.part_CP118640.1	GCA_028595865.2_ASM2859586v2_genomic_all_plasmids.part_CP118640.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_028595865.2_ASM2859586v2_genomic_all_plasmids.part_CP118640.1_7	GCA_028595865.2_ASM2859586v2_genomic_all_plasmids.part_CP118640.1_7	GCA_028595865.2_ASM2859586v2_genomic_all_plasmids.part_CP118640.1_7	1	ardk
GCA_028595865.2_ASM2859586v2_genomic_all_plasmids.part_CP118640.1	GCA_028595865.2_ASM2859586v2_genomic_all_plasmids.part_CP118640.1_acrie2_2	Anti_CRISPR	acrie2	Antidefense	GCA_028595865.2_ASM2859586v2_genomic_all_plasmids.part_CP118640.1_25	GCA_028595865.2_ASM2859586v2_genomic_all_plasmids.part_CP118640.1_28	GCA_028595865.2_ASM2859586v2_genomic_all_plasmids.part_CP118640.1_25,GCA_028595865.2_ASM2859586v2_genomic_all_plasmids.part_CP118640.1_28	2	aca1,acrie2
GCA_028595865.2_ASM2859586v2_genomic_all_plasmids.part_CP118640.1	GCA_028595865.2_ASM2859586v2_genomic_all_plasmids.part_CP118640.1_acrif3_3	Anti_CRISPR	acrif3	Antidefense	GCA_028595865.2_ASM2859586v2_genomic_all_plasmids.part_CP118640.1_26	GCA_028595865.2_ASM2859586v2_genomic_all_plasmids.part_CP118640.1_28	GCA_028595865.2_ASM2859586v2_genomic_all_plasmids.part_CP118640.1_26,GCA_028595865.2_ASM2859586v2_genomic_all_plasmids.part_CP118640.1_28	2	aca1,acrif3
GCA_028595865.2_ASM2859586v2_genomic_all_plasmids.part_CP118640.1	GCA_028595865.2_ASM2859586v2_genomic_all_plasmids.part_CP118640.1_acrif5_4	Anti_CRISPR	acrif5	Antidefense	GCA_028595865.2_ASM2859586v2_genomic_all_plasmids.part_CP118640.1_27	GCA_028595865.2_ASM2859586v2_genomic_all_plasmids.part_CP118640.1_28	GCA_028595865.2_ASM2859586v2_genomic_all_plasmids.part_CP118640.1_27,GCA_028595865.2_ASM2859586v2_genomic_all_plasmids.part_CP118640.1_28	2	aca1,acrif5
GCA_028607265.1_ASM2860726v1_genomic_all_plasmids.part_CP075756.1	GCA_028607265.1_ASM2860726v1_genomic_all_plasmids.part_CP075756.1_Aca_alone_1	Anti_CRISPR	Aca_alone	Antidefense	GCA_028607265.1_ASM2860726v1_genomic_all_plasmids.part_CP075756.1_4	GCA_028607265.1_ASM2860726v1_genomic_all_plasmids.part_CP075756.1_4	GCA_028607265.1_ASM2860726v1_genomic_all_plasmids.part_CP075756.1_4	1	aca4
GCA_028608605.1_ASM2860860v1_genomic_all_plasmids.part_CP075774.1	GCA_028608605.1_ASM2860860v1_genomic_all_plasmids.part_CP075774.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_028608605.1_ASM2860860v1_genomic_all_plasmids.part_CP075774.1_33	GCA_028608605.1_ASM2860860v1_genomic_all_plasmids.part_CP075774.1_33	GCA_028608605.1_ASM2860860v1_genomic_all_plasmids.part_CP075774.1_33	1	ardk
GCA_028608605.1_ASM2860860v1_genomic_all_plasmids.part_CP075774.1	GCA_028608605.1_ASM2860860v1_genomic_all_plasmids.part_CP075774.1_acrif1_4	Anti_CRISPR	acrif1	Antidefense	GCA_028608605.1_ASM2860860v1_genomic_all_plasmids.part_CP075774.1_44	GCA_028608605.1_ASM2860860v1_genomic_all_plasmids.part_CP075774.1_47	GCA_028608605.1_ASM2860860v1_genomic_all_plasmids.part_CP075774.1_44,GCA_028608605.1_ASM2860860v1_genomic_all_plasmids.part_CP075774.1_47	2	aca1,acrif1
GCA_028608605.1_ASM2860860v1_genomic_all_plasmids.part_CP075774.1	GCA_028608605.1_ASM2860860v1_genomic_all_plasmids.part_CP075774.1_acrie7_3	Anti_CRISPR	acrie7	Antidefense	GCA_028608605.1_ASM2860860v1_genomic_all_plasmids.part_CP075774.1_45	GCA_028608605.1_ASM2860860v1_genomic_all_plasmids.part_CP075774.1_47	GCA_028608605.1_ASM2860860v1_genomic_all_plasmids.part_CP075774.1_45,GCA_028608605.1_ASM2860860v1_genomic_all_plasmids.part_CP075774.1_47	2	aca1,acrie7
GCA_028608605.1_ASM2860860v1_genomic_all_plasmids.part_CP075774.1	GCA_028608605.1_ASM2860860v1_genomic_all_plasmids.part_CP075774.1_acrie6_2	Anti_CRISPR	acrie6	Antidefense	GCA_028608605.1_ASM2860860v1_genomic_all_plasmids.part_CP075774.1_46	GCA_028608605.1_ASM2860860v1_genomic_all_plasmids.part_CP075774.1_47	GCA_028608605.1_ASM2860860v1_genomic_all_plasmids.part_CP075774.1_46,GCA_028608605.1_ASM2860860v1_genomic_all_plasmids.part_CP075774.1_47	2	aca1,acrie6
GCA_029916825.1_ASM2991682v1_genomic_all_plasmids.part_CP123954.1	GCA_029916825.1_ASM2991682v1_genomic_all_plasmids.part_CP123954.1_acrie1_2	Anti_CRISPR	acrie1	Antidefense	GCA_029916825.1_ASM2991682v1_genomic_all_plasmids.part_CP123954.1_11	GCA_029916825.1_ASM2991682v1_genomic_all_plasmids.part_CP123954.1_14	GCA_029916825.1_ASM2991682v1_genomic_all_plasmids.part_CP123954.1_11,GCA_029916825.1_ASM2991682v1_genomic_all_plasmids.part_CP123954.1_14	2	aca1,acrie1
GCA_029916825.1_ASM2991682v1_genomic_all_plasmids.part_CP123954.1	GCA_029916825.1_ASM2991682v1_genomic_all_plasmids.part_CP123954.1_acrif3_3	Anti_CRISPR	acrif3	Antidefense	GCA_029916825.1_ASM2991682v1_genomic_all_plasmids.part_CP123954.1_12	GCA_029916825.1_ASM2991682v1_genomic_all_plasmids.part_CP123954.1_14	GCA_029916825.1_ASM2991682v1_genomic_all_plasmids.part_CP123954.1_12,GCA_029916825.1_ASM2991682v1_genomic_all_plasmids.part_CP123954.1_14	2	aca1,acrif3
GCA_029916825.1_ASM2991682v1_genomic_all_plasmids.part_CP123954.1	GCA_029916825.1_ASM2991682v1_genomic_all_plasmids.part_CP123954.1_acrif5_4	Anti_CRISPR	acrif5	Antidefense	GCA_029916825.1_ASM2991682v1_genomic_all_plasmids.part_CP123954.1_13	GCA_029916825.1_ASM2991682v1_genomic_all_plasmids.part_CP123954.1_14	GCA_029916825.1_ASM2991682v1_genomic_all_plasmids.part_CP123954.1_13,GCA_029916825.1_ASM2991682v1_genomic_all_plasmids.part_CP123954.1_14	2	aca1,acrif5
GCA_029916825.1_ASM2991682v1_genomic_all_plasmids.part_CP123954.1	GCA_029916825.1_ASM2991682v1_genomic_all_plasmids.part_CP123954.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_029916825.1_ASM2991682v1_genomic_all_plasmids.part_CP123954.1_22	GCA_029916825.1_ASM2991682v1_genomic_all_plasmids.part_CP123954.1_22	GCA_029916825.1_ASM2991682v1_genomic_all_plasmids.part_CP123954.1_22	1	ardk
GCA_029961245.1_ASM2996124v1_genomic_all_plasmids.part_CP124623.1	GCA_029961245.1_ASM2996124v1_genomic_all_plasmids.part_CP124623.1_acb2_1	Anti_CBASS	acb2	Antidefense	GCA_029961245.1_ASM2996124v1_genomic_all_plasmids.part_CP124623.1_38	GCA_029961245.1_ASM2996124v1_genomic_all_plasmids.part_CP124623.1_38	GCA_029961245.1_ASM2996124v1_genomic_all_plasmids.part_CP124623.1_38	1	acb2
GCA_029961265.1_ASM2996126v1_genomic_all_plasmids.part_CP124625.1	GCA_029961265.1_ASM2996126v1_genomic_all_plasmids.part_CP124625.1_ardc_1	Anti_RM	ardc	Antidefense	GCA_029961265.1_ASM2996126v1_genomic_all_plasmids.part_CP124625.1_14	GCA_029961265.1_ASM2996126v1_genomic_all_plasmids.part_CP124625.1_14	GCA_029961265.1_ASM2996126v1_genomic_all_plasmids.part_CP124625.1_14	1	ardc
GCA_029961305.1_ASM2996130v1_genomic_all_plasmids.part_CP124639.1	GCA_029961305.1_ASM2996130v1_genomic_all_plasmids.part_CP124639.1_ardc_1	Anti_RM	ardc	Antidefense	GCA_029961305.1_ASM2996130v1_genomic_all_plasmids.part_CP124639.1_15	GCA_029961305.1_ASM2996130v1_genomic_all_plasmids.part_CP124639.1_15	GCA_029961305.1_ASM2996130v1_genomic_all_plasmids.part_CP124639.1_15	1	ardc
GCA_029961345.1_ASM2996134v1_genomic_all_plasmids.part_CP124642.1	GCA_029961345.1_ASM2996134v1_genomic_all_plasmids.part_CP124642.1_ardc_1	Anti_RM	ardc	Antidefense	GCA_029961345.1_ASM2996134v1_genomic_all_plasmids.part_CP124642.1_14	GCA_029961345.1_ASM2996134v1_genomic_all_plasmids.part_CP124642.1_14	GCA_029961345.1_ASM2996134v1_genomic_all_plasmids.part_CP124642.1_14	1	ardc
GCA_030034615.1_ASM3003461v1_genomic_all_plasmids.part_CP125362.1	GCA_030034615.1_ASM3003461v1_genomic_all_plasmids.part_CP125362.1_ardb_klca_acric11_4	Anti_RM	ardb_klca_acric11	Antidefense	GCA_030034615.1_ASM3003461v1_genomic_all_plasmids.part_CP125362.1_3	GCA_030034615.1_ASM3003461v1_genomic_all_plasmids.part_CP125362.1_3	GCA_030034615.1_ASM3003461v1_genomic_all_plasmids.part_CP125362.1_3	1	klca
GCA_030034615.1_ASM3003461v1_genomic_all_plasmids.part_CP125362.1	GCA_030034615.1_ASM3003461v1_genomic_all_plasmids.part_CP125362.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_030034615.1_ASM3003461v1_genomic_all_plasmids.part_CP125362.1_26	GCA_030034615.1_ASM3003461v1_genomic_all_plasmids.part_CP125362.1_28	GCA_030034615.1_ASM3003461v1_genomic_all_plasmids.part_CP125362.1_26,GCA_030034615.1_ASM3003461v1_genomic_all_plasmids.part_CP125362.1_28	2	aca1,acrif3
GCA_030034615.1_ASM3003461v1_genomic_all_plasmids.part_CP125362.1	GCA_030034615.1_ASM3003461v1_genomic_all_plasmids.part_CP125362.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_030034615.1_ASM3003461v1_genomic_all_plasmids.part_CP125362.1_27	GCA_030034615.1_ASM3003461v1_genomic_all_plasmids.part_CP125362.1_28	GCA_030034615.1_ASM3003461v1_genomic_all_plasmids.part_CP125362.1_27,GCA_030034615.1_ASM3003461v1_genomic_all_plasmids.part_CP125362.1_28	2	aca1,acrif5
GCA_030034635.1_ASM3003463v1_genomic_all_plasmids.part_CP125364.1	GCA_030034635.1_ASM3003463v1_genomic_all_plasmids.part_CP125364.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_030034635.1_ASM3003463v1_genomic_all_plasmids.part_CP125364.1_21	GCA_030034635.1_ASM3003463v1_genomic_all_plasmids.part_CP125364.1_23	GCA_030034635.1_ASM3003463v1_genomic_all_plasmids.part_CP125364.1_21,GCA_030034635.1_ASM3003463v1_genomic_all_plasmids.part_CP125364.1_23	2	aca1,acrif3
GCA_030034635.1_ASM3003463v1_genomic_all_plasmids.part_CP125364.1	GCA_030034635.1_ASM3003463v1_genomic_all_plasmids.part_CP125364.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_030034635.1_ASM3003463v1_genomic_all_plasmids.part_CP125364.1_22	GCA_030034635.1_ASM3003463v1_genomic_all_plasmids.part_CP125364.1_23	GCA_030034635.1_ASM3003463v1_genomic_all_plasmids.part_CP125364.1_22,GCA_030034635.1_ASM3003463v1_genomic_all_plasmids.part_CP125364.1_23	2	aca1,acrif5
GCA_030034655.1_ASM3003465v1_genomic_all_plasmids.part_CP125366.1	GCA_030034655.1_ASM3003465v1_genomic_all_plasmids.part_CP125366.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_030034655.1_ASM3003465v1_genomic_all_plasmids.part_CP125366.1_22	GCA_030034655.1_ASM3003465v1_genomic_all_plasmids.part_CP125366.1_24	GCA_030034655.1_ASM3003465v1_genomic_all_plasmids.part_CP125366.1_22,GCA_030034655.1_ASM3003465v1_genomic_all_plasmids.part_CP125366.1_24	2	aca1,acrif3
GCA_030034655.1_ASM3003465v1_genomic_all_plasmids.part_CP125366.1	GCA_030034655.1_ASM3003465v1_genomic_all_plasmids.part_CP125366.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_030034655.1_ASM3003465v1_genomic_all_plasmids.part_CP125366.1_23	GCA_030034655.1_ASM3003465v1_genomic_all_plasmids.part_CP125366.1_24	GCA_030034655.1_ASM3003465v1_genomic_all_plasmids.part_CP125366.1_23,GCA_030034655.1_ASM3003465v1_genomic_all_plasmids.part_CP125366.1_24	2	aca1,acrif5
GCA_030034675.1_ASM3003467v1_genomic_all_plasmids.part_CP125368.1	GCA_030034675.1_ASM3003467v1_genomic_all_plasmids.part_CP125368.1_acrif3_2	Anti_CRISPR	acrif3	Antidefense	GCA_030034675.1_ASM3003467v1_genomic_all_plasmids.part_CP125368.1_21	GCA_030034675.1_ASM3003467v1_genomic_all_plasmids.part_CP125368.1_23	GCA_030034675.1_ASM3003467v1_genomic_all_plasmids.part_CP125368.1_21,GCA_030034675.1_ASM3003467v1_genomic_all_plasmids.part_CP125368.1_23	2	aca1,acrif3
GCA_030034675.1_ASM3003467v1_genomic_all_plasmids.part_CP125368.1	GCA_030034675.1_ASM3003467v1_genomic_all_plasmids.part_CP125368.1_acrif5_3	Anti_CRISPR	acrif5	Antidefense	GCA_030034675.1_ASM3003467v1_genomic_all_plasmids.part_CP125368.1_22	GCA_030034675.1_ASM3003467v1_genomic_all_plasmids.part_CP125368.1_23	GCA_030034675.1_ASM3003467v1_genomic_all_plasmids.part_CP125368.1_22,GCA_030034675.1_ASM3003467v1_genomic_all_plasmids.part_CP125368.1_23	2	aca1,acrif5
GCA_030121875.1_ASM3012187v1_genomic_all_plasmids.part_CP096931.1	GCA_030121875.1_ASM3012187v1_genomic_all_plasmids.part_CP096931.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_030121875.1_ASM3012187v1_genomic_all_plasmids.part_CP096931.1_8	GCA_030121875.1_ASM3012187v1_genomic_all_plasmids.part_CP096931.1_8	GCA_030121875.1_ASM3012187v1_genomic_all_plasmids.part_CP096931.1_8	1	ardk
GCA_030121875.1_ASM3012187v1_genomic_all_plasmids.part_CP096931.1	GCA_030121875.1_ASM3012187v1_genomic_all_plasmids.part_CP096931.1_acrie2_2	Anti_CRISPR	acrie2	Antidefense	GCA_030121875.1_ASM3012187v1_genomic_all_plasmids.part_CP096931.1_20	GCA_030121875.1_ASM3012187v1_genomic_all_plasmids.part_CP096931.1_23	GCA_030121875.1_ASM3012187v1_genomic_all_plasmids.part_CP096931.1_20,GCA_030121875.1_ASM3012187v1_genomic_all_plasmids.part_CP096931.1_23	2	aca1,acrie2
GCA_030121875.1_ASM3012187v1_genomic_all_plasmids.part_CP096931.1	GCA_030121875.1_ASM3012187v1_genomic_all_plasmids.part_CP096931.1_acrif3_3	Anti_CRISPR	acrif3	Antidefense	GCA_030121875.1_ASM3012187v1_genomic_all_plasmids.part_CP096931.1_21	GCA_030121875.1_ASM3012187v1_genomic_all_plasmids.part_CP096931.1_23	GCA_030121875.1_ASM3012187v1_genomic_all_plasmids.part_CP096931.1_21,GCA_030121875.1_ASM3012187v1_genomic_all_plasmids.part_CP096931.1_23	2	aca1,acrif3
GCA_030121875.1_ASM3012187v1_genomic_all_plasmids.part_CP096931.1	GCA_030121875.1_ASM3012187v1_genomic_all_plasmids.part_CP096931.1_acrif5_4	Anti_CRISPR	acrif5	Antidefense	GCA_030121875.1_ASM3012187v1_genomic_all_plasmids.part_CP096931.1_22	GCA_030121875.1_ASM3012187v1_genomic_all_plasmids.part_CP096931.1_23	GCA_030121875.1_ASM3012187v1_genomic_all_plasmids.part_CP096931.1_22,GCA_030121875.1_ASM3012187v1_genomic_all_plasmids.part_CP096931.1_23	2	aca1,acrif5
GCA_030121895.1_ASM3012189v1_genomic_all_plasmids.part_CP096933.1	GCA_030121895.1_ASM3012189v1_genomic_all_plasmids.part_CP096933.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_030121895.1_ASM3012189v1_genomic_all_plasmids.part_CP096933.1_18	GCA_030121895.1_ASM3012189v1_genomic_all_plasmids.part_CP096933.1_18	GCA_030121895.1_ASM3012189v1_genomic_all_plasmids.part_CP096933.1_18	1	ardk
GCA_030121895.1_ASM3012189v1_genomic_all_plasmids.part_CP096933.1	GCA_030121895.1_ASM3012189v1_genomic_all_plasmids.part_CP096933.1_acrie2_2	Anti_CRISPR	acrie2	Antidefense	GCA_030121895.1_ASM3012189v1_genomic_all_plasmids.part_CP096933.1_30	GCA_030121895.1_ASM3012189v1_genomic_all_plasmids.part_CP096933.1_33	GCA_030121895.1_ASM3012189v1_genomic_all_plasmids.part_CP096933.1_30,GCA_030121895.1_ASM3012189v1_genomic_all_plasmids.part_CP096933.1_33	2	aca1,acrie2
GCA_030121895.1_ASM3012189v1_genomic_all_plasmids.part_CP096933.1	GCA_030121895.1_ASM3012189v1_genomic_all_plasmids.part_CP096933.1_acrif3_3	Anti_CRISPR	acrif3	Antidefense	GCA_030121895.1_ASM3012189v1_genomic_all_plasmids.part_CP096933.1_31	GCA_030121895.1_ASM3012189v1_genomic_all_plasmids.part_CP096933.1_33	GCA_030121895.1_ASM3012189v1_genomic_all_plasmids.part_CP096933.1_31,GCA_030121895.1_ASM3012189v1_genomic_all_plasmids.part_CP096933.1_33	2	aca1,acrif3
GCA_030121895.1_ASM3012189v1_genomic_all_plasmids.part_CP096933.1	GCA_030121895.1_ASM3012189v1_genomic_all_plasmids.part_CP096933.1_acrif5_4	Anti_CRISPR	acrif5	Antidefense	GCA_030121895.1_ASM3012189v1_genomic_all_plasmids.part_CP096933.1_32	GCA_030121895.1_ASM3012189v1_genomic_all_plasmids.part_CP096933.1_33	GCA_030121895.1_ASM3012189v1_genomic_all_plasmids.part_CP096933.1_32,GCA_030121895.1_ASM3012189v1_genomic_all_plasmids.part_CP096933.1_33	2	aca1,acrif5
GCA_030121915.1_ASM3012191v1_genomic_all_plasmids.part_CP096936.1	GCA_030121915.1_ASM3012191v1_genomic_all_plasmids.part_CP096936.1_ardk_5	Anti_RM	ardk	Antidefense	GCA_030121915.1_ASM3012191v1_genomic_all_plasmids.part_CP096936.1_8	GCA_030121915.1_ASM3012191v1_genomic_all_plasmids.part_CP096936.1_8	GCA_030121915.1_ASM3012191v1_genomic_all_plasmids.part_CP096936.1_8	1	ardk
GCA_030121915.1_ASM3012191v1_genomic_all_plasmids.part_CP096936.1	GCA_030121915.1_ASM3012191v1_genomic_all_plasmids.part_CP096936.1_acrie2_2	Anti_CRISPR	acrie2	Antidefense	GCA_030121915.1_ASM3012191v1_genomic_all_plasmids.part_CP096936.1_29	GCA_030121915.1_ASM3012191v1_genomic_all_plasmids.part_CP096936.1_32	GCA_030121915.1_ASM3012191v1_genomic_all_plasmids.part_CP096936.1_29,GCA_030121915.1_ASM3012191v1_genomic_all_plasmids.part_CP096936.1_32	2	aca1,acrie2
GCA_030121915.1_ASM3012191v1_genomic_all_plasmids.part_CP096936.1	GCA_030121915.1_ASM3012191v1_genomic_all_plasmids.part_CP096936.1_acrif3_3	Anti_CRISPR	acrif3	Antidefense	GCA_030121915.1_ASM3012191v1_genomic_all_plasmids.part_CP096936.1_30	GCA_030121915.1_ASM3012191v1_genomic_all_plasmids.part_CP096936.1_32	GCA_030121915.1_ASM3012191v1_genomic_all_plasmids.part_CP096936.1_30,GCA_030121915.1_ASM3012191v1_genomic_all_plasmids.part_CP096936.1_32	2	aca1,acrif3
